DB010,DB020,DB030,DB040,DB040_F,DB090,DB090_F,DB100,DB100_F
2022,ES,47,ES52,1,1684.47686,1,1,1
2022,ES,49,ES52,1,1155.27160,1,1,1
2022,ES,50,ES52,1,1105.12852,1,2,1
2022,ES,51,ES52,1,909.62158,1,2,1
2022,ES,52,ES52,1,1513.63361,1,2,1
2022,ES,53,ES52,1,1315.45641,1,2,1
2022,ES,54,ES52,1,1459.22510,1,2,1
2022,ES,55,ES52,1,1229.54905,1,2,1
2022,ES,56,ES52,1,1042.96705,1,2,1
2022,ES,58,ES52,1,471.68149,1,1,1
2022,ES,59,ES52,1,1086.39968,1,1,1
2022,ES,60,ES52,1,1690.03464,1,3,1
2022,ES,61,ES52,1,1229.54905,1,3,1
2022,ES,62,ES52,1,2137.62900,1,3,1
2022,ES,63,ES52,1,1105.12852,1,3,1
2022,ES,64,ES52,1,3405.77518,1,3,1
2022,ES,65,ES52,1,1172.06369,1,3,1
2022,ES,66,ES52,1,2402.62832,1,2,1
2022,ES,68,ES52,1,1163.22116,1,2,1
2022,ES,69,ES52,1,1364.88457,1,2,1
2022,ES,70,ES52,1,1156.41533,1,2,1
2022,ES,71,ES52,1,971.99487,1,2,1
2022,ES,72,ES52,1,1747.86386,1,2,1
2022,ES,73,ES52,1,1673.89429,1,2,1
2022,ES,74,ES52,1,3088.92279,1,2,1
2022,ES,76,ES52,1,1331.02247,1,2,1
2022,ES,77,ES52,1,448.71102,1,2,1
2022,ES,78,ES52,1,607.28373,1,2,1
2022,ES,79,ES52,1,998.25535,1,2,1
2022,ES,80,ES52,1,1213.87720,1,2,1
2022,ES,81,ES52,1,2365.06222,1,2,1
2022,ES,82,ES52,1,1283.90169,1,2,1
2022,ES,83,ES52,1,1102.20504,1,1,1
2022,ES,84,ES52,1,608.36886,1,1,1
2022,ES,85,ES52,1,1406.88977,1,1,1
2022,ES,86,ES52,1,881.77468,1,1,1
2022,ES,87,ES52,1,764.24596,1,1,1
2022,ES,88,ES52,1,360.57581,1,1,1
2022,ES,90,ES52,1,1021.63718,1,1,1
2022,ES,91,ES52,1,940.28557,1,1,1
2022,ES,92,ES52,1,900.98061,1,1,1
2022,ES,93,ES52,1,1481.50974,1,2,1
2022,ES,94,ES52,1,656.44340,1,2,1
2022,ES,95,ES52,1,994.95868,1,2,1
2022,ES,96,ES52,1,1575.86834,1,2,1
2022,ES,97,ES52,1,1565.05457,1,2,1
2022,ES,98,ES52,1,1420.19083,1,2,1
2022,ES,99,ES52,1,1565.05457,1,2,1
2022,ES,100,ES52,1,1538.28010,1,2,1
2022,ES,102,ES52,1,1086.53739,1,2,1
2022,ES,104,ES52,1,956.48686,1,2,1
2022,ES,105,ES52,1,1174.16825,1,2,1
2022,ES,106,ES52,1,3601.20594,1,2,1
2022,ES,107,ES52,1,1485.87091,1,2,1
2022,ES,110,ES52,1,1010.99420,1,1,1
2022,ES,111,ES52,1,828.80460,1,1,1
2022,ES,114,ES52,1,981.36742,1,1,1
2022,ES,115,ES52,1,677.51837,1,2,1
2022,ES,117,ES52,1,685.74874,1,2,1
2022,ES,118,ES52,1,3383.41033,1,2,1
2022,ES,119,ES52,1,3707.98336,1,2,1
2022,ES,120,ES52,1,1565.05457,1,2,1
2022,ES,121,ES52,1,1145.91326,1,1,1
2022,ES,123,ES52,1,870.75627,1,1,1
2022,ES,124,ES52,1,733.20413,1,1,1
2022,ES,125,ES52,1,770.41386,1,1,1
2022,ES,126,ES52,1,963.51835,1,2,1
2022,ES,127,ES52,1,1303.44510,1,1,1
2022,ES,128,ES52,1,420.95598,1,1,1
2022,ES,129,ES52,1,1049.75035,1,1,1
2022,ES,130,ES52,1,1019.23950,1,1,1
2022,ES,131,ES52,1,1157.15830,1,1,1
2022,ES,133,ES52,1,1142.41189,1,1,1
2022,ES,134,ES61,1,1127.54940,1,2,1
2022,ES,136,ES61,1,1390.52527,1,2,1
2022,ES,137,ES61,1,2129.62841,1,2,1
2022,ES,138,ES61,1,1262.18591,1,2,1
2022,ES,139,ES61,1,1609.99905,1,2,1
2022,ES,140,ES61,1,2370.75118,1,2,1
2022,ES,141,ES41,1,982.13228,1,2,1
2022,ES,142,ES41,1,2605.03125,1,2,1
2022,ES,143,ES41,1,732.12189,1,2,1
2022,ES,144,ES41,1,971.89058,1,2,1
2022,ES,145,ES41,1,848.97927,1,3,1
2022,ES,146,ES41,1,770.30679,1,3,1
2022,ES,147,ES43,1,572.53442,1,3,1
2022,ES,148,ES41,1,927.32295,1,3,1
2022,ES,149,ES43,1,455.49540,1,1,1
2022,ES,150,ES43,1,224.07712,1,1,1
2022,ES,152,ES43,1,420.47977,1,1,1
2022,ES,153,ES43,1,420.47977,1,1,1
2022,ES,154,ES43,1,214.43800,1,1,1
2022,ES,155,ES43,1,1046.36006,1,1,1
2022,ES,156,ES43,1,253.11509,1,1,1
2022,ES,157,ES43,1,164.07971,1,1,1
2022,ES,158,ES43,1,1260.10729,1,1,1
2022,ES,159,ES43,1,706.94855,1,1,1
2022,ES,160,ES43,1,705.86722,1,1,1
2022,ES,161,ES43,1,705.07396,1,1,1
2022,ES,162,ES43,1,348.28057,1,1,1
2022,ES,163,ES43,1,592.32046,1,1,1
2022,ES,164,ES43,1,396.76966,1,1,1
2022,ES,165,ES43,1,1085.67896,1,1,1
2022,ES,166,ES43,1,773.03287,1,2,1
2022,ES,168,ES43,1,454.40152,1,2,1
2022,ES,169,ES43,1,400.50967,1,2,1
2022,ES,170,ES43,1,314.55859,1,2,1
2022,ES,171,ES43,1,420.89136,1,3,1
2022,ES,174,ES43,1,838.85001,1,3,1
2022,ES,175,ES43,1,402.53277,1,3,1
2022,ES,176,ES43,1,1227.33104,1,3,1
2022,ES,177,ES43,1,483.92504,1,3,1
2022,ES,178,ES43,1,683.61239,1,3,1
2022,ES,179,ES43,1,1895.42969,1,3,1
2022,ES,180,ES43,1,689.20736,1,2,1
2022,ES,181,ES43,1,472.17565,1,2,1
2022,ES,182,ES43,1,454.40152,1,2,1
2022,ES,183,ES43,1,273.58848,1,2,1
2022,ES,184,ES43,1,274.48405,1,2,1
2022,ES,185,ES43,1,277.81594,1,2,1
2022,ES,186,ES43,1,238.33432,1,2,1
2022,ES,187,ES43,1,379.27639,1,1,1
2022,ES,188,ES43,1,612.44952,1,1,1
2022,ES,190,ES43,1,476.11674,1,1,1
2022,ES,191,ES43,1,2611.57137,1,1,1
2022,ES,192,ES43,1,171.50946,1,1,1
2022,ES,194,ES43,1,542.54003,1,1,1
2022,ES,195,ES43,1,857.30895,1,2,1
2022,ES,196,ES43,1,349.85281,1,3,1
2022,ES,197,ES43,1,231.73756,1,3,1
2022,ES,198,ES43,1,304.55988,1,3,1
2022,ES,199,ES43,1,344.52867,1,3,1
2022,ES,201,ES43,1,544.49478,1,2,1
2022,ES,202,ES43,1,411.39065,1,2,1
2022,ES,204,ES43,1,899.75335,1,2,1
2022,ES,205,ES43,1,803.59557,1,2,1
2022,ES,206,ES43,1,1212.10736,1,2,1
2022,ES,208,ES43,1,262.28955,1,2,1
2022,ES,209,ES43,1,273.53488,1,2,1
2022,ES,210,ES43,1,231.73756,1,2,1
2022,ES,211,ES43,1,731.89274,1,2,1
2022,ES,212,ES43,1,243.93863,1,2,1
2022,ES,213,ES43,1,319.47765,1,3,1
2022,ES,215,ES43,1,365.17074,1,3,1
2022,ES,217,ES43,1,1288.89609,1,3,1
2022,ES,218,ES43,1,870.85687,1,3,1
2022,ES,219,ES43,1,783.27043,1,3,1
2022,ES,221,ES43,1,414.34038,1,2,1
2022,ES,222,ES43,1,797.29311,1,2,1
2022,ES,223,ES43,1,266.63127,1,2,1
2022,ES,224,ES43,1,258.86774,1,2,1
2022,ES,225,ES43,1,504.07904,1,2,1
2022,ES,226,ES43,1,496.67268,1,2,1
2022,ES,227,ES43,1,1214.91282,1,1,1
2022,ES,228,ES43,1,343.81307,1,1,1
2022,ES,229,ES43,1,298.52753,1,1,1
2022,ES,231,ES43,1,609.27619,1,1,1
2022,ES,232,ES43,1,266.49888,1,1,1
2022,ES,233,ES43,1,253.29518,1,2,1
2022,ES,234,ES43,1,253.29518,1,2,1
2022,ES,235,ES43,1,598.72187,1,2,1
2022,ES,236,ES43,1,302.26627,1,2,1
2022,ES,237,ES43,1,695.56830,1,2,1
2022,ES,238,ES43,1,1369.65461,1,2,1
2022,ES,239,ES43,1,727.28213,1,2,1
2022,ES,240,ES43,1,496.67268,1,2,1
2022,ES,241,ES43,1,504.07904,1,2,1
2022,ES,243,ES43,1,446.26180,1,2,1
2022,ES,244,ES43,1,1416.45487,1,2,1
2022,ES,245,ES43,1,411.25470,1,2,1
2022,ES,246,ES43,1,642.74098,1,2,1
2022,ES,248,ES43,1,642.92546,1,3,1
2022,ES,249,ES43,1,208.03588,1,3,1
2022,ES,250,ES43,1,454.40152,1,3,1
2022,ES,251,ES43,1,454.40152,1,3,1
2022,ES,253,ES53,1,2055.70707,1,1,1
2022,ES,256,ES53,1,399.37913,1,1,1
2022,ES,258,ES53,1,4392.24784,1,2,1
2022,ES,260,ES53,1,463.70420,1,2,1
2022,ES,261,ES12,1,846.97011,1,2,1
2022,ES,262,ES53,1,457.95708,1,2,1
2022,ES,264,ES53,1,1174.15126,1,2,1
2022,ES,265,ES53,1,2013.12402,1,2,1
2022,ES,267,ES53,1,3941.10313,1,3,1
2022,ES,268,ES53,1,957.84401,1,3,1
2022,ES,269,ES53,1,434.15481,1,3,1
2022,ES,270,ES53,1,414.28017,1,3,1
2022,ES,272,ES53,1,1269.84285,1,3,1
2022,ES,273,ES53,1,530.71283,1,3,1
2022,ES,275,ES53,1,873.41172,1,3,1
2022,ES,276,ES53,1,775.21069,1,2,1
2022,ES,277,ES53,1,2074.32926,1,2,1
2022,ES,278,ES53,1,1986.63417,1,2,1
2022,ES,279,ES53,1,420.55269,1,2,1
2022,ES,280,ES53,1,425.90844,1,2,1
2022,ES,281,ES53,1,236.77916,1,2,1
2022,ES,283,ES53,1,576.29423,1,2,1
2022,ES,284,ES53,1,1606.18593,1,2,1
2022,ES,285,ES53,1,463.27107,1,2,1
2022,ES,286,ES61,1,1309.89442,1,2,1
2022,ES,287,ES53,1,584.00373,1,2,1
2022,ES,290,ES53,1,727.66315,1,2,1
2022,ES,291,ES53,1,908.75604,1,2,1
2022,ES,292,ES53,1,933.23056,1,2,1
2022,ES,293,ES53,1,1610.09880,1,2,1
2022,ES,294,ES53,1,397.29433,1,2,1
2022,ES,295,ES53,1,174.80728,1,2,1
2022,ES,296,ES53,1,368.68217,1,2,1
2022,ES,297,ES53,1,455.51826,1,2,1
2022,ES,298,ES53,1,1170.91246,1,2,1
2022,ES,299,ES53,1,347.10975,1,2,1
2022,ES,300,ES53,1,420.04982,1,2,1
2022,ES,301,ES53,1,337.40627,1,2,1
2022,ES,303,ES53,1,734.06973,1,2,1
2022,ES,305,ES53,1,542.85193,1,2,1
2022,ES,306,ES53,1,1051.32208,1,1,1
2022,ES,307,ES53,1,180.89542,1,1,1
2022,ES,308,ES53,1,703.02731,1,1,1
2022,ES,311,ES53,1,89.81478,1,1,1
2022,ES,312,ES53,1,431.07153,1,1,1
2022,ES,313,ES53,1,304.85991,1,3,1
2022,ES,314,ES53,1,672.73429,1,1,1
2022,ES,315,ES53,1,196.16460,1,1,1
2022,ES,316,ES53,1,359.23405,1,1,1
2022,ES,317,ES53,1,216.45571,1,1,1
2022,ES,318,ES53,1,549.35900,1,1,1
2022,ES,320,ES53,1,3054.38762,1,1,1
2022,ES,321,ES53,1,372.19435,1,1,1
2022,ES,323,ES53,1,195.94651,1,1,1
2022,ES,324,ES53,1,1083.72126,1,1,1
2022,ES,325,ES53,1,466.95285,1,1,1
2022,ES,326,ES53,1,782.98168,1,1,1
2022,ES,327,ES53,1,281.77709,1,1,1
2022,ES,328,ES53,1,242.02754,1,1,1
2022,ES,329,ES53,1,530.30985,1,1,1
2022,ES,330,ES53,1,503.33264,1,1,1
2022,ES,331,ES53,1,407.87724,1,1,1
2022,ES,333,ES53,1,89.81478,1,1,1
2022,ES,334,ES53,1,83.37633,1,1,1
2022,ES,335,ES53,1,744.21951,1,1,1
2022,ES,337,ES53,1,590.93009,1,1,1
2022,ES,339,ES53,1,62.77605,1,1,1
2022,ES,340,ES53,1,217.64540,1,1,1
2022,ES,341,ES53,1,122.72430,1,1,1
2022,ES,345,ES53,1,369.32023,1,3,1
2022,ES,346,ES53,1,334.85148,1,3,1
2022,ES,347,ES53,1,624.47478,1,3,1
2022,ES,348,ES53,1,968.60320,1,3,1
2022,ES,349,ES53,1,997.02125,1,3,1
2022,ES,350,ES53,1,567.26424,1,3,1
2022,ES,351,ES53,1,701.51920,1,1,1
2022,ES,352,ES53,1,1020.75127,1,1,1
2022,ES,353,ES53,1,470.57687,1,1,1
2022,ES,354,ES53,1,503.33264,1,1,1
2022,ES,355,ES53,1,488.45284,1,1,1
2022,ES,356,ES53,1,791.75110,1,1,1
2022,ES,357,ES53,1,279.89936,1,1,1
2022,ES,358,ES53,1,195.79984,1,1,1
2022,ES,359,ES53,1,500.35180,1,1,1
2022,ES,360,ES53,1,743.35110,1,1,1
2022,ES,362,ES53,1,696.56600,1,1,1
2022,ES,364,ES53,1,481.82945,1,1,1
2022,ES,365,ES53,1,53.43111,1,1,1
2022,ES,366,ES53,1,260.31421,1,1,1
2022,ES,367,ES53,1,402.92451,1,1,1
2022,ES,368,ES53,1,242.02754,1,1,1
2022,ES,369,ES53,1,464.02854,1,1,1
2022,ES,370,ES53,1,1323.09510,1,1,1
2022,ES,371,ES53,1,822.57241,1,1,1
2022,ES,373,ES53,1,2691.25922,1,1,1
2022,ES,374,ES53,1,1060.96848,1,1,1
2022,ES,375,ES53,1,624.94294,1,1,1
2022,ES,376,ES53,1,860.75251,1,1,1
2022,ES,377,ES53,1,378.52481,1,1,1
2022,ES,378,ES53,1,217.64540,1,1,1
2022,ES,379,ES53,1,393.87041,1,1,1
2022,ES,380,ES53,1,267.89750,1,1,1
2022,ES,381,ES53,1,294.20923,1,1,1
2022,ES,382,ES53,1,615.15804,1,1,1
2022,ES,384,ES53,1,277.95788,1,2,1
2022,ES,385,ES53,1,720.08962,1,2,1
2022,ES,386,ES53,1,683.35431,1,2,1
2022,ES,387,ES53,1,381.82582,1,2,1
2022,ES,388,ES53,1,1007.01856,1,2,1
2022,ES,390,ES53,1,1424.82460,1,2,1
2022,ES,391,ES53,1,855.77319,1,2,1
2022,ES,392,ES53,1,642.00293,1,2,1
2022,ES,393,ES53,1,727.66315,1,2,1
2022,ES,394,ES53,1,243.81178,1,2,1
2022,ES,395,ES53,1,323.54433,1,2,1
2022,ES,396,ES53,1,117.64884,1,2,1
2022,ES,397,ES53,1,659.31800,1,2,1
2022,ES,398,ES53,1,769.14845,1,2,1
2022,ES,399,ES53,1,1200.72923,1,2,1
2022,ES,400,ES53,1,628.30103,1,2,1
2022,ES,401,ES53,1,1163.63304,1,2,1
2022,ES,402,ES53,1,621.79231,1,2,1
2022,ES,403,ES53,1,547.97940,1,2,1
2022,ES,404,ES53,1,656.69684,1,2,1
2022,ES,405,ES53,1,534.54100,1,2,1
2022,ES,406,ES53,1,329.32600,1,2,1
2022,ES,408,ES53,1,645.54100,1,2,1
2022,ES,409,ES53,1,984.72937,1,2,1
2022,ES,410,ES53,1,770.67262,1,2,1
2022,ES,411,ES53,1,908.68210,1,2,1
2022,ES,413,ES53,1,504.10997,1,2,1
2022,ES,414,ES53,1,1044.85336,1,2,1
2022,ES,416,ES53,1,3013.42081,1,3,1
2022,ES,417,ES53,1,1301.67409,1,3,1
2022,ES,418,ES53,1,1131.34310,1,3,1
2022,ES,421,ES53,1,855.71455,1,2,1
2022,ES,422,ES53,1,369.32023,1,2,1
2022,ES,423,ES53,1,277.31108,1,2,1
2022,ES,425,ES53,1,1126.03832,1,3,1
2022,ES,426,ES53,1,567.90661,1,1,1
2022,ES,427,ES53,1,876.35352,1,3,1
2022,ES,428,ES53,1,948.24112,1,3,1
2022,ES,429,ES53,1,957.84401,1,3,1
2022,ES,430,ES53,1,1126.03832,1,2,1
2022,ES,431,ES53,1,1605.27241,1,2,1
2022,ES,432,ES53,1,1024.06681,1,2,1
2022,ES,433,ES53,1,339.00101,1,2,1
2022,ES,434,ES53,1,521.29996,1,2,1
2022,ES,437,ES51,1,1237.99858,1,1,1
2022,ES,439,ES51,1,1294.35787,1,1,1
2022,ES,440,ES51,1,2442.43431,1,1,1
2022,ES,441,ES51,1,1380.68789,1,1,1
2022,ES,442,ES51,1,2684.62401,1,1,1
2022,ES,445,ES51,1,2243.91322,1,1,1
2022,ES,446,ES51,1,2332.30694,1,1,1
2022,ES,447,ES51,1,2607.01496,1,1,1
2022,ES,448,ES51,1,5247.93140,1,1,1
2022,ES,450,ES51,1,1996.53118,1,1,1
2022,ES,451,ES51,1,1715.65811,1,1,1
2022,ES,452,ES51,1,1249.55313,1,1,1
2022,ES,453,ES51,1,1646.14149,1,1,1
2022,ES,454,ES51,1,1552.80610,1,1,1
2022,ES,455,ES51,1,1216.50884,1,1,1
2022,ES,456,ES51,1,2058.96092,1,1,1
2022,ES,457,ES51,1,2921.35587,1,1,1
2022,ES,458,ES51,1,2050.46299,1,1,1
2022,ES,459,ES51,1,1406.84003,1,1,1
2022,ES,460,ES51,1,2005.46601,1,1,1
2022,ES,463,ES51,1,1941.05166,1,1,1
2022,ES,464,ES51,1,1845.36142,1,1,1
2022,ES,465,ES51,1,3564.49325,1,1,1
2022,ES,466,ES51,1,1925.92736,1,1,1
2022,ES,467,ES51,1,2625.15916,1,1,1
2022,ES,468,ES51,1,1573.62452,1,1,1
2022,ES,470,ES51,1,2430.62395,1,1,1
2022,ES,471,ES51,1,1781.43958,1,1,1
2022,ES,472,ES51,1,2809.37928,1,1,1
2022,ES,473,ES51,1,1726.14518,1,1,1
2022,ES,474,ES51,1,2050.46299,1,1,1
2022,ES,475,ES51,1,1548.83829,1,1,1
2022,ES,476,ES51,1,2921.35587,1,1,1
2022,ES,477,ES51,1,1398.90230,1,1,1
2022,ES,478,ES51,1,3042.02653,1,1,1
2022,ES,480,ES51,1,2207.89823,1,1,1
2022,ES,481,ES51,1,1829.49286,1,1,1
2022,ES,482,ES51,1,2198.07461,1,1,1
2022,ES,483,ES51,1,3212.60162,1,1,1
2022,ES,484,ES51,1,3021.59563,1,1,1
2022,ES,485,ES51,1,2117.86339,1,1,1
2022,ES,486,ES51,1,1951.51486,1,1,1
2022,ES,487,ES51,1,1216.50884,1,1,1
2022,ES,488,ES51,1,1726.14518,1,1,1
2022,ES,489,ES51,1,1451.27311,1,1,1
2022,ES,490,ES51,1,1917.25321,1,1,1
2022,ES,491,ES51,1,2101.43015,1,1,1
2022,ES,492,ES51,1,1617.19592,1,1,1
2022,ES,493,ES51,1,1293.71600,1,2,1
2022,ES,494,ES51,1,1296.18060,1,2,1
2022,ES,495,ES51,1,1715.53937,1,2,1
2022,ES,496,ES51,1,2739.56010,1,2,1
2022,ES,497,ES51,1,2019.03229,1,2,1
2022,ES,498,ES51,1,1685.39027,1,2,1
2022,ES,499,ES51,1,3629.98787,1,1,1
2022,ES,500,ES51,1,2581.12083,1,1,1
2022,ES,501,ES51,1,1585.97570,1,1,1
2022,ES,503,ES51,1,778.56195,1,1,1
2022,ES,504,ES51,1,1209.44392,1,1,1
2022,ES,507,ES51,1,1242.74389,1,2,1
2022,ES,508,ES51,1,1072.75811,1,2,1
2022,ES,509,ES51,1,609.06350,1,2,1
2022,ES,510,ES51,1,1592.25714,1,2,1
2022,ES,511,ES51,1,3561.82056,1,1,1
2022,ES,512,ES51,1,2686.49465,1,1,1
2022,ES,513,ES51,1,1355.66022,1,1,1
2022,ES,514,ES51,1,2162.98122,1,1,1
2022,ES,515,ES51,1,2279.01360,1,1,1
2022,ES,516,ES51,1,1535.91117,1,1,1
2022,ES,517,ES51,1,1844.44452,1,1,1
2022,ES,518,ES51,1,1615.10678,1,1,1
2022,ES,519,ES51,1,2237.74424,1,1,1
2022,ES,520,ES51,1,1854.47261,1,1,1
2022,ES,521,ES51,1,1355.27697,1,1,1
2022,ES,522,ES51,1,1239.66951,1,1,1
2022,ES,523,ES51,1,1510.24409,1,2,1
2022,ES,524,ES51,1,1486.83604,1,2,1
2022,ES,525,ES51,1,1330.25514,1,2,1
2022,ES,527,ES51,1,633.47180,1,1,1
2022,ES,528,ES51,1,1858.45139,1,1,1
2022,ES,530,ES51,1,1627.86917,1,1,1
2022,ES,531,ES51,1,4112.50859,1,2,1
2022,ES,533,ES51,1,1929.37326,1,2,1
2022,ES,534,ES51,1,1285.46468,1,1,1
2022,ES,535,ES51,1,989.22793,1,1,1
2022,ES,538,ES51,1,1585.97570,1,1,1
2022,ES,539,ES51,1,1010.83001,1,1,1
2022,ES,540,ES51,1,1788.32490,1,1,1
2022,ES,543,ES51,1,1539.33917,1,1,1
2022,ES,544,ES51,1,1564.54273,1,1,1
2022,ES,546,ES51,1,1627.86917,1,1,1
2022,ES,549,ES51,1,2404.39151,1,1,1
2022,ES,550,ES51,1,1635.56621,1,1,1
2022,ES,551,ES51,1,2586.78970,1,1,1
2022,ES,552,ES51,1,1510.53007,1,1,1
2022,ES,554,ES51,1,1567.61808,1,1,1
2022,ES,555,ES51,1,1807.31943,1,1,1
2022,ES,557,ES51,1,978.79569,1,2,1
2022,ES,558,ES51,1,2237.74424,1,2,1
2022,ES,559,ES51,1,1363.88757,1,2,1
2022,ES,561,ES51,1,1406.80271,1,2,1
2022,ES,562,ES51,1,1363.88757,1,2,1
2022,ES,563,ES51,1,1700.34439,1,2,1
2022,ES,564,ES51,1,1210.00795,1,1,1
2022,ES,565,ES51,1,989.22793,1,1,1
2022,ES,566,ES51,1,1160.28564,1,1,1
2022,ES,567,ES51,1,945.65411,1,1,1
2022,ES,568,ES51,1,1807.31943,1,2,1
2022,ES,571,ES51,1,2690.73454,1,1,1
2022,ES,572,ES51,1,959.66303,1,1,1
2022,ES,573,ES51,1,1829.49286,1,1,1
2022,ES,574,ES51,1,2921.35587,1,1,1
2022,ES,576,ES51,1,1637.17473,1,1,1
2022,ES,579,ES51,1,6043.19126,1,1,1
2022,ES,580,ES51,1,1672.17510,1,1,1
2022,ES,581,ES51,1,4482.83069,1,1,1
2022,ES,582,ES51,1,1581.54130,1,1,1
2022,ES,583,ES51,1,6071.98922,1,3,1
2022,ES,584,ES51,1,1411.44042,1,1,1
2022,ES,585,ES51,1,2359.43997,1,1,1
2022,ES,586,ES51,1,2607.01496,1,1,1
2022,ES,587,ES51,1,1443.25847,1,1,1
2022,ES,588,ES51,1,2359.43997,1,1,1
2022,ES,591,ES51,1,2711.60751,1,1,1
2022,ES,592,ES51,1,4239.34340,1,1,1
2022,ES,596,ES51,1,4176.03004,1,1,1
2022,ES,597,ES51,1,1829.49286,1,1,1
2022,ES,598,ES51,1,2239.68073,1,1,1
2022,ES,600,ES51,1,2558.54279,1,1,1
2022,ES,602,ES51,1,2702.19325,1,1,1
2022,ES,603,ES51,1,1671.29125,1,1,1
2022,ES,605,ES51,1,3165.57356,1,1,1
2022,ES,606,ES51,1,2009.59405,1,1,1
2022,ES,607,ES51,1,1807.91425,1,2,1
2022,ES,608,ES51,1,1996.53118,1,1,1
2022,ES,609,ES51,1,1047.58121,1,1,1
2022,ES,610,ES51,1,2234.99915,1,1,1
2022,ES,611,ES51,1,2696.78890,1,1,1
2022,ES,612,ES51,1,2009.59405,1,1,1
2022,ES,614,ES51,1,2863.47024,1,1,1
2022,ES,615,ES51,1,2723.62363,1,1,1
2022,ES,616,ES51,1,4521.66067,1,1,1
2022,ES,617,ES51,1,2578.22399,1,1,1
2022,ES,618,ES51,1,2712.40480,1,1,1
2022,ES,619,ES51,1,4093.88896,1,1,1
2022,ES,620,ES51,1,1981.71393,1,1,1
2022,ES,621,ES51,1,2379.83774,1,1,1
2022,ES,622,ES51,1,2607.01496,1,1,1
2022,ES,624,ES51,1,1807.91425,1,1,1
2022,ES,625,ES51,1,3197.38080,1,1,1
2022,ES,626,ES51,1,1591.22675,1,1,1
2022,ES,628,ES51,1,1775.11576,1,1,1
2022,ES,629,ES51,1,1129.29398,1,1,1
2022,ES,630,ES51,1,1311.77533,1,1,1
2022,ES,631,ES51,1,1117.34391,1,1,1
2022,ES,632,ES51,1,1771.27648,1,1,1
2022,ES,633,ES51,1,1227.58963,1,1,1
2022,ES,634,ES51,1,1816.36867,1,1,1
2022,ES,635,ES51,1,1585.97570,1,1,1
2022,ES,637,ES51,1,875.17132,1,1,1
2022,ES,638,ES51,1,798.74006,1,1,1
2022,ES,639,ES51,1,1963.68608,1,1,1
2022,ES,640,ES51,1,3474.45617,1,1,1
2022,ES,641,ES51,1,1963.68608,1,1,1
2022,ES,642,ES51,1,1552.98085,1,1,1
2022,ES,643,ES51,1,1569.67198,1,1,1
2022,ES,644,ES51,1,1383.99876,1,1,1
2022,ES,645,ES51,1,925.83704,1,1,1
2022,ES,646,ES51,1,2682.95160,1,1,1
2022,ES,647,ES51,1,1962.64366,1,1,1
2022,ES,648,ES51,1,1219.47351,1,1,1
2022,ES,649,ES51,1,838.49706,1,1,1
2022,ES,650,ES51,1,1482.19734,1,1,1
2022,ES,651,ES51,1,985.55265,1,1,1
2022,ES,652,ES51,1,875.17132,1,1,1
2022,ES,653,ES51,1,1205.83710,1,1,1
2022,ES,654,ES51,1,1024.11722,1,1,1
2022,ES,655,ES51,1,2124.38268,1,1,1
2022,ES,656,ES51,1,1087.05179,1,1,1
2022,ES,657,ES51,1,989.22793,1,1,1
2022,ES,658,ES51,1,1975.69303,1,1,1
